bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,lat,long,view,waterfront
5,4.25,6070,171626,2.0,3,12,47.5954,-121.95,0,0
3,1.5,1340,8450,1.0,4,7,47.4405,-122.28,0,0
2,1.0,1450,9150,1.0,4,7,47.4689,-122.277,0,0
3,2.0,1970,9600,1.0,4,7,47.2824,-122.301,0,0
5,2.25,2600,9600,1.0,4,8,47.3257,-122.365,2,0
3,1.75,2650,7378,1.0,3,7,47.7525,-122.315,0,0
4,2.5,3450,43216,2.0,3,9,47.7625,-122.025,0,0
3,1.75,1250,8100,1.0,3,7,47.5016,-122.348,0,0
4,2.0,1770,8890,1.0,5,6,47.4589,-122.353,0,0
3,1.0,1200,6628,1.0,4,7,47.7367,-122.319,0,0
4,1.0,1540,115434,1.5,4,7,47.4163,-122.22,0,0
4,1.75,2410,6000,1.5,3,8,47.6369,-122.355,0,0
3,2.25,1830,7500,1.0,4,7,47.7574,-122.31,0,0
4,2.5,2840,4500,2.0,3,8,47.7678,-122.237,0,0
3,1.75,1170,11960,1.0,4,7,47.3279,-122.136,0,0
4,2.5,2620,4469,2.0,3,7,47.3663,-122.115,0,0
2,1.75,1510,6852,1.0,3,8,47.7073,-122.012,0,0
4,2.75,3190,9023,2.0,3,9,47.5898,-121.989,0,0
3,2.75,1890,3930,2.0,3,8,47.5337,-121.867,0,0
4,2.0,2400,12753,1.0,4,7,47.6947,-122.177,0,0
2,1.0,1030,5072,1.0,3,6,47.6962,-122.294,0,0
3,2.5,1770,5146,2.0,3,7,47.5263,-122.356,0,0
3,1.0,990,7590,1.0,3,6,47.6228,-122.121,0,0
4,1.0,1230,7410,1.5,3,7,47.4798,-122.344,0,0
4,1.5,2020,9583,2.0,4,7,47.7283,-122.238,0,0
5,1.75,1990,27810,1.0,3,7,47.3325,-122.35,0,0
3,1.5,2120,8448,1.0,3,7,47.6438,-122.403,0,0
3,2.25,2420,31497,1.0,4,8,47.4422,-122.151,0,0
2,1.0,1050,4125,1.0,4,7,47.5736,-122.307,0,0
4,3.5,3310,21050,2.0,5,9,47.5197,-122.041,0,0
4,2.5,1860,3840,1.5,3,7,47.6886,-122.359,0,0
4,1.75,2120,7620,2.0,3,8,47.457,-122.346,0,0
3,2.5,1450,3748,2.0,3,7,47.532,-121.85,0,0
3,2.5,1960,3060,2.0,3,8,47.6764,-122.389,0,0
4,2.5,2180,9281,2.0,3,8,47.3673,-122.072,0,0
3,1.0,1040,5060,1.0,3,7,47.5636,-122.394,0,0
3,1.75,2000,7560,1.0,4,7,47.4346,-122.171,0,0
3,1.75,2000,5680,1.0,4,7,47.6805,-122.366,0,0
4,2.5,2820,25995,2.0,3,9,47.3415,-122.029,0,0
5,4.25,3380,7805,2.0,3,8,47.4349,-122.328,0,0
2,1.0,970,8185,1.0,5,6,47.4025,-122.201,0,0
3,1.5,1250,7200,1.0,4,7,47.3678,-122.282,0,0
4,1.75,2700,27072,1.0,3,7,47.2877,-122.293,0,0
5,2.75,3220,5934,2.0,3,9,47.7076,-122.101,0,0
3,2.5,1620,5992,2.0,3,7,47.736,-121.965,0,0
2,1.75,1530,5000,2.0,4,7,47.6755,-122.37,0,0
3,2.5,1730,6368,2.0,3,7,47.3505,-122.032,0,0
5,2.75,1790,5000,1.5,4,7,47.5655,-122.363,0,0
4,2.0,1650,6000,1.0,5,7,47.5834,-122.307,0,0
3,2.5,1540,7739,2.0,4,7,47.3511,-122.169,0,0
4,2.5,2380,12067,2.0,3,7,47.4873,-122.144,0,0
1,1.0,730,1942,1.0,3,7,47.5943,-122.299,0,0
5,4.0,3760,28040,2.0,3,10,47.6489,-122.183,0,0
4,2.0,2120,8701,1.5,4,7,47.3722,-122.308,0,0
3,2.25,1590,3056,2.0,3,7,47.5432,-122.293,0,0
2,1.0,930,4743,1.0,4,5,47.4966,-122.187,0,0
4,3.0,2000,5304,1.5,4,7,47.6762,-122.285,0,0
4,2.75,3160,42733,2.0,3,9,47.6367,-121.958,0,0
4,1.75,1820,4500,1.5,3,8,47.6429,-122.36,0,0
3,2.5,2200,1970,2.0,3,9,47.6426,-122.327,0,0
6,2.5,2000,7650,1.5,4,7,47.3841,-122.288,0,0
2,2.5,1520,1588,2.0,3,8,47.5825,-122.313,0,0
4,2.5,1680,3000,2.0,3,7,47.494,-122.279,0,0
4,3.0,2440,3600,1.5,5,8,47.6853,-122.331,0,0
2,1.0,880,3200,1.0,3,7,47.6575,-122.402,0,0
2,1.0,710,6322,1.0,3,6,47.5165,-122.376,0,0
4,2.25,2010,19000,2.0,4,8,47.3734,-122.119,0,0
2,1.75,1400,865,2.0,3,8,47.5478,-121.999,0,0
3,2.0,1730,9000,1.0,3,8,47.5202,-122.047,0,0
4,2.5,2820,5510,2.0,3,9,47.3477,-122.024,0,0
3,2.5,1990,12866,2.0,4,7,47.7477,-122.17,0,0
3,3.25,1740,1693,2.0,3,8,47.558,-122.382,0,0
4,2.75,2790,6685,2.0,3,8,47.4838,-121.773,0,0
3,1.5,1840,10956,1.0,4,8,47.6746,-122.164,0,0
3,3.25,1510,2064,2.0,3,8,47.6398,-122.345,0,0
5,2.5,2890,15891,2.0,3,9,47.5286,-122.16,0,0
2,1.5,1300,1676,1.0,3,7,47.6133,-122.308,2,0
4,1.75,2140,8000,1.0,4,8,47.622,-122.139,0,0
2,2.0,1210,740,2.0,3,8,47.6206,-122.3,0,0
3,2.0,1440,10111,1.0,3,7,47.345,-122.283,0,0
4,1.75,1720,3050,1.5,5,7,47.5654,-122.384,0,0
3,1.75,1830,17349,1.0,3,8,47.7427,-122.109,0,0
4,2.5,2630,6326,2.0,3,9,47.5222,-121.874,0,0
4,2.75,1950,9720,1.0,3,7,47.3969,-122.205,0,0
5,4.75,5990,10450,2.0,3,11,47.5554,-122.077,4,1
3,3.25,1690,1473,2.0,3,8,47.6397,-122.345,0,0
4,1.75,2440,7475,1.0,4,9,47.6339,-122.096,0,0
3,2.0,1340,1480,3.0,3,8,47.6904,-122.393,0,0
3,1.0,1270,7153,1.0,5,6,47.4815,-122.226,0,0
2,1.0,670,1675,1.0,5,6,47.5918,-122.295,0,0
4,4.0,5050,202554,2.0,3,10,47.5269,-121.922,0,0
3,1.75,1680,8725,1.0,3,8,47.3107,-122.397,0,0
4,2.25,1940,8270,2.0,5,7,47.7567,-122.333,0,0
3,1.5,1340,7200,1.0,3,7,47.718,-122.193,0,0
3,1.0,970,6180,1.0,3,6,47.5658,-122.291,3,0
4,1.5,1800,3245,1.5,4,8,47.6605,-122.331,0,0
4,2.0,1530,4080,1.5,4,7,47.6645,-122.325,0,0
2,1.75,1460,1500,2.0,3,8,47.6853,-122.356,0,0
3,2.0,1380,15426,1.0,4,7,47.5951,-122.036,0,0
4,2.5,2650,7945,2.0,3,9,47.7113,-122.296,0,0
3,2.25,2370,7878,2.0,3,8,47.7281,-122.168,0,0
3,2.5,2720,40813,2.0,3,8,47.2619,-122.271,0,0
3,3.0,1720,954,3.0,3,8,47.648,-122.358,0,0
2,1.0,880,6780,1.0,4,6,47.5009,-122.248,0,0
5,2.5,2130,7111,1.0,3,7,47.5071,-122.16,0,0
5,2.5,2700,16570,1.0,4,8,47.6144,-122.167,0,0
2,2.25,1330,10838,2.0,3,8,47.7689,-122.241,0,0
4,3.25,4240,11189,2.0,3,10,47.6526,-122.191,2,0
3,2.0,2360,118483,1.0,3,8,47.5595,-121.867,0,0
3,1.0,1250,8450,1.0,4,7,47.503,-122.364,0,0
7,3.5,2870,29699,1.0,3,7,47.7153,-122.327,0,0
4,2.5,2060,8968,1.0,4,7,47.7686,-122.317,0,0
4,1.75,1814,5000,1.0,4,7,47.684,-122.281,0,0
3,1.0,1500,3399,2.0,5,7,47.6838,-122.352,0,0
4,2.5,3420,8405,2.0,3,10,47.6328,-122.064,0,0
3,3.25,1680,1478,2.0,3,8,47.5674,-122.369,0,0
2,1.0,880,4558,1.0,3,7,47.6803,-122.287,0,0
2,1.5,940,1222,2.0,3,7,47.7178,-122.318,0,0
3,3.0,2500,6000,2.0,3,8,47.4408,-122.161,0,0
2,1.0,830,2820,1.0,4,7,47.689,-122.347,0,0
4,2.25,2390,7350,2.0,3,8,47.2938,-122.348,0,0
3,1.75,1780,8085,1.0,3,7,47.7357,-122.197,0,0
2,2.0,1270,3881,1.0,4,6,47.6694,-122.298,0,0
3,2.5,1810,1658,3.0,3,8,47.6955,-122.376,0,0
3,2.5,1420,1237,3.0,3,8,47.674,-122.387,0,0
4,2.5,3290,7538,2.0,3,9,47.598,-121.972,0,0
3,2.5,1930,5790,2.0,4,7,47.7733,-122.17,0,0
3,2.25,1760,4539,2.0,3,8,47.5754,-122.013,0,0
4,1.5,1960,4500,1.5,3,7,47.6797,-122.359,2,0
3,1.0,1460,6198,1.5,4,7,47.6626,-122.361,0,0
5,2.75,2540,5022,1.0,4,8,47.5593,-122.3,0,0
4,3.25,2910,1880,2.0,5,9,47.616,-122.282,3,0
4,3.5,2350,13402,2.0,3,8,47.6947,-122.19,3,0
2,1.0,1510,11165,1.5,4,7,47.7212,-122.331,0,0
3,1.5,1400,9750,1.0,4,6,47.3768,-122.17,0,0
4,2.5,3470,32109,2.0,3,10,47.7311,-122.036,0,0
4,1.5,1350,8113,1.0,4,7,47.5807,-122.196,0,0
3,1.75,3610,8502,1.5,3,10,47.583,-122.379,2,0
3,1.0,1090,10710,1.0,4,7,47.5,-122.169,0,0
2,1.0,1010,5000,1.0,2,7,47.6715,-122.365,0,0
3,2.5,2400,6975,2.0,3,9,47.534,-122.179,0,0
4,3.25,3450,5000,2.0,3,8,47.4925,-122.273,0,0
5,4.0,2980,4500,1.5,3,7,47.6736,-122.323,0,0
4,2.25,2060,44431,2.0,3,7,47.744,-122.046,0,0
4,2.25,2580,21115,2.0,4,9,47.5566,-122.219,0,0
3,2.25,1400,10436,1.0,4,7,47.4261,-122.144,0,0
3,1.75,1610,14000,1.0,4,7,47.3429,-122.036,0,0
3,2.25,1380,3015,2.0,3,7,47.6783,-122.157,0,0
3,2.5,1540,1256,3.0,3,8,47.6498,-122.346,0,0
4,2.5,2150,27540,2.0,3,8,47.637,-121.969,0,0
4,2.75,2060,7350,1.0,3,7,47.3424,-122.275,0,0
3,1.0,1400,6879,1.0,3,7,47.7508,-122.286,0,0
3,2.25,2210,10794,1.0,3,7,47.4911,-122.224,0,0
2,1.75,1360,8100,1.0,3,7,47.7295,-122.359,0,0
3,1.75,1255,1113,3.0,3,8,47.6958,-122.343,0,0
2,1.5,830,1034,2.0,3,8,47.5926,-122.3,0,0
3,2.5,2235,43560,1.0,5,7,47.3326,-122.046,0,0
3,2.5,1780,1487,3.0,3,8,47.6539,-122.351,0,0
4,1.75,1850,7350,1.0,3,7,47.3413,-122.277,0,0
3,2.75,1950,12630,1.0,4,8,47.6301,-122.107,0,0
5,1.0,1280,3876,1.5,3,7,47.6605,-122.324,0,0
6,2.75,4460,6952,2.5,4,10,47.6626,-122.269,2,0
4,1.75,1700,20283,1.5,3,7,47.7694,-121.903,0,0
2,1.0,1120,5250,1.0,3,7,47.6496,-122.392,0,0
2,1.0,1080,2674,1.0,4,6,47.5595,-122.317,0,0
3,1.5,1380,11760,1.0,4,7,47.4243,-122.202,0,0
3,3.0,3270,38088,2.0,3,10,47.6692,-122.028,0,0
3,3.0,3530,8345,2.0,3,10,47.7338,-122.234,0,0
3,1.5,1090,7200,1.0,4,7,47.5817,-122.241,0,0
2,1.5,1010,825,3.0,3,7,47.7124,-122.301,0,0
3,1.0,1140,4200,2.0,4,7,47.6012,-122.296,0,0
3,2.25,2990,216057,2.0,3,9,47.754,-121.942,0,0
2,1.0,990,4000,1.0,4,7,47.6589,-122.341,0,0
2,1.0,910,6282,1.0,4,7,47.6967,-122.354,0,0
4,1.5,1920,10403,1.0,3,7,47.2987,-122.366,0,0
4,2.5,2400,6078,2.0,3,8,47.2606,-122.285,0,0
3,2.25,2880,9750,2.0,3,10,47.5575,-122.119,0,0
2,1.0,800,4533,1.0,3,6,47.6979,-122.325,0,0
4,2.5,2680,7200,1.0,3,8,47.6835,-122.187,0,0
3,2.5,1560,4244,2.0,3,7,47.3834,-122.027,0,0
2,2.5,1500,3608,2.0,3,8,47.5472,-121.994,0,0
4,2.75,4030,10888,2.0,3,10,47.5651,-122.034,0,0
4,2.5,1980,4500,2.0,3,8,47.579,-122.001,0,0
3,3.75,6400,76665,1.0,4,10,47.7313,-122.37,2,0
3,2.25,1800,6875,1.0,4,8,47.6773,-122.11,0,0
5,1.75,2460,6846,1.5,5,7,47.5445,-122.321,0,0
2,1.0,720,6400,1.0,4,6,47.5286,-122.368,0,0
4,2.5,2830,5000,2.0,3,9,47.6597,-122.29,0,0
4,2.0,1590,10331,1.5,4,7,47.7273,-122.332,0,0
3,2.5,1940,9000,1.0,4,7,47.6933,-122.393,0,0
3,2.75,2240,3600,2.5,3,7,47.6244,-122.326,0,0
4,1.75,1970,10358,1.0,3,8,47.7719,-122.255,0,0
3,1.75,1360,6603,1.0,4,7,47.4619,-122.168,0,0
5,2.75,2840,12253,1.0,3,7,47.7618,-122.253,0,0
5,3.5,3920,5150,2.0,3,9,47.6638,-122.084,0,0
4,4.5,4020,9656,2.0,3,10,47.6358,-122.207,0,0
6,3.25,4440,17424,1.0,4,9,47.5791,-122.23,1,0
3,1.0,980,8000,1.0,4,6,47.42,-122.317,0,0
2,1.0,750,6089,1.0,3,6,47.475,-122.199,2,0
5,2.75,1940,5000,2.0,5,7,47.6704,-122.362,0,0
5,2.75,3050,8904,1.0,4,8,47.5709,-122.214,0,0
3,1.0,1860,6360,1.0,3,8,47.5327,-122.392,0,0
4,1.5,2720,37258,2.0,3,10,47.7402,-122.035,0,0
2,1.0,1050,4800,1.0,4,7,47.5128,-122.388,0,0
3,2.0,1140,6000,1.0,3,7,47.637,-122.355,0,0
4,2.25,3220,7889,2.0,3,8,47.3112,-122.339,0,0
4,2.0,2100,4857,2.0,3,8,47.7521,-122.279,0,0
2,1.0,950,2784,1.0,4,8,47.3793,-122.321,0,0
4,4.0,3610,12811,2.0,3,10,47.5812,-121.993,0,0
3,1.75,1390,7399,1.0,4,7,47.4183,-122.182,0,0
3,1.0,1010,8863,1.0,4,6,47.1955,-121.999,0,0
2,1.0,880,1753,2.0,4,7,47.6475,-122.397,0,0
4,2.5,2300,4482,2.0,3,7,47.3599,-122.082,0,0
5,2.5,2780,12335,1.0,4,8,47.5681,-122.128,0,0
4,2.5,2370,10580,2.0,3,8,47.464,-122.192,0,0
4,3.0,3290,10783,2.0,3,9,47.3904,-122.178,0,0
4,2.75,2710,37277,2.0,3,9,47.4634,-121.987,0,0
3,1.0,1450,5378,1.0,3,7,47.6436,-122.405,0,0
3,1.5,1220,1086,3.0,3,8,47.7049,-122.353,0,0
4,2.0,1390,4500,1.5,5,7,47.5552,-122.311,0,0
2,1.0,750,6480,1.0,3,6,47.5195,-122.35,0,0
3,2.5,1530,5032,2.0,3,7,47.6985,-122.349,0,0
3,2.5,1460,1319,3.0,3,8,47.698,-122.349,0,0
4,2.5,1980,7334,2.0,3,7,47.3528,-122.041,0,0
3,1.0,900,10511,1.0,4,6,47.2883,-122.272,0,0
4,2.5,4290,175421,2.0,3,10,47.3585,-121.988,0,0
5,2.5,2130,8428,2.0,3,7,47.4726,-122.282,0,0
2,1.0,1150,4000,1.0,3,7,47.6575,-122.394,0,0
5,3.5,3730,16679,1.0,3,10,47.5987,-122.029,0,0
3,1.5,1280,4720,1.0,4,7,47.5509,-122.377,0,0
5,3.25,3320,11340,2.0,4,8,47.3904,-122.154,0,0
5,1.0,1170,6757,1.0,4,6,47.7332,-122.304,0,0
3,2.25,2110,8000,2.0,3,8,47.7311,-122.204,0,0
3,1.0,1440,54315,1.0,3,7,47.591,-122.01,0,0
4,2.25,1330,8400,1.5,3,8,47.6078,-122.169,0,0
3,2.5,1420,1438,2.0,3,9,47.6265,-122.323,0,0
3,1.75,1340,196020,1.0,4,7,47.2931,-121.992,0,0
4,2.0,1760,5307,1.5,4,7,47.6714,-122.28,0,0
3,2.25,1860,13939,1.0,4,7,47.3746,-122.217,0,0
3,1.75,1830,5488,1.0,4,7,47.6914,-122.309,2,0
3,2.0,1510,3657,1.0,3,8,47.7225,-122.029,0,0
4,3.5,3290,8059,2.0,3,9,47.5573,-122.02,0,0
4,1.75,1620,4240,1.5,5,7,47.5746,-122.311,0,0
4,3.25,4800,12727,2.0,3,10,47.5311,-122.134,0,0
3,2.5,1730,1803,2.0,3,7,47.4648,-122.335,0,0
3,2.5,2280,3710,1.0,3,8,47.735,-122.159,0,0
2,1.75,3490,88909,1.0,3,10,47.5462,-122.112,3,0
4,1.0,1220,7980,1.5,3,6,47.4924,-122.237,0,0
4,1.0,1760,8906,1.0,3,7,47.4288,-122.198,0,0
4,2.25,1800,4500,2.0,4,8,47.394,-122.183,0,0
3,1.75,1160,7006,1.0,4,7,47.1937,-121.98,0,0
3,2.5,1256,1154,3.0,3,7,47.7146,-122.311,0,0
3,2.5,1940,8196,2.0,3,8,47.6786,-122.151,0,0
3,2.0,2550,4794,2.0,3,9,47.6955,-122.29,0,0
3,2.0,1160,13747,1.0,5,5,47.585,-122.051,0,0
3,2.0,1800,43995,2.0,3,8,47.7585,-122.022,0,0
2,3.0,3160,66646,2.0,3,7,47.7479,-122.034,0,0
3,1.0,1230,171190,1.0,3,7,47.4397,-122.46,0,0
2,1.5,880,2400,1.5,3,7,47.6144,-122.295,0,0
3,2.0,1850,16535,1.0,3,7,47.6565,-121.912,0,0
3,3.25,3060,9055,2.0,3,10,47.6971,-122.101,0,0
3,1.0,1010,25277,1.0,5,5,47.7242,-121.951,0,0
3,1.75,1740,10000,1.0,3,7,47.617,-122.058,0,0
4,3.25,3450,11240,2.0,4,10,47.4556,-122.372,3,0
4,2.0,1720,7210,1.0,3,7,47.7307,-122.239,0,0
3,2.5,2070,4689,2.0,3,8,47.3545,-122.056,0,0
5,2.0,2620,7030,1.0,3,8,47.7338,-122.352,0,0
2,2.75,2700,9854,1.0,3,9,47.7187,-122.024,0,0
4,3.5,3570,27699,2.0,3,11,47.7173,-122.098,0,0
3,3.25,3890,3452,2.0,3,12,47.626,-122.323,0,0
3,0.75,1240,4000,1.0,4,7,47.6239,-122.297,0,0
4,2.5,3390,10519,2.0,3,10,47.332,-122.334,2,0
3,1.75,1040,9000,1.0,4,7,47.5253,-122.043,0,0
4,2.75,3270,50994,2.0,4,8,47.347,-122.087,0,0
4,1.75,1320,4978,1.0,4,7,47.5266,-122.379,0,0
3,1.75,1720,7200,1.0,3,7,47.7062,-122.304,0,0
4,2.5,3870,50965,2.0,3,10,47.3109,-122.045,0,0
4,3.25,2960,4296,2.0,3,9,47.6526,-122.372,0,0
2,1.0,700,7303,1.0,5,5,47.4934,-122.166,0,0
5,1.75,2590,6720,1.0,4,7,47.435,-122.192,0,0
3,1.0,1210,10185,1.0,3,6,47.4873,-122.345,0,0
2,2.25,1570,1269,2.0,3,9,47.6514,-122.385,0,0
5,2.0,1210,12538,2.0,3,7,47.2848,-122.361,0,0
4,1.0,1430,4080,1.5,3,7,47.6696,-122.324,0,0
4,2.5,1800,8432,1.0,4,7,47.7463,-122.336,0,0
3,1.0,1140,8528,1.0,5,7,47.2098,-122.004,0,0
3,2.75,2240,3360,2.0,3,8,47.4999,-122.232,0,0
4,2.5,2601,34335,2.0,3,9,47.742,-122.087,0,0
3,1.0,1790,5250,1.0,3,7,47.6627,-122.276,0,0
2,1.0,870,4000,1.0,3,7,47.5682,-122.374,2,0
6,1.0,1370,5080,1.5,3,6,47.5238,-122.35,0,0
4,1.75,1940,8990,1.0,4,8,47.7021,-122.241,0,0
3,1.75,1070,7754,1.0,3,6,47.5079,-122.344,0,0
4,2.25,2280,8550,1.0,3,8,47.701,-122.231,0,0
4,3.5,3510,11200,2.0,3,11,47.5193,-122.15,0,0
3,2.25,1630,2520,2.0,3,7,47.5493,-121.998,0,0
5,1.5,1790,11656,2.0,3,7,47.3961,-122.308,0,0
4,2.0,1750,8116,1.0,4,5,47.5097,-122.181,0,0
3,1.5,1840,10125,1.0,4,8,47.5607,-122.217,0,0
4,3.5,3130,4500,2.0,3,9,47.677,-122.33,0,0
3,1.0,1500,6800,1.0,3,7,47.6706,-122.268,0,0
3,2.25,2880,6092,2.0,4,8,47.5878,-122.381,4,0
3,1.75,2020,11050,1.0,4,8,47.4706,-122.119,0,0
3,3.5,3600,37982,2.0,4,8,47.6982,-121.917,0,0
4,2.5,1700,9000,1.0,5,7,47.7306,-122.233,0,0
4,2.75,4020,18745,2.0,4,10,47.6042,-122.21,4,0
4,2.5,1780,15000,2.0,2,7,47.4239,-122.153,0,0
4,2.5,1820,6753,2.0,3,7,47.3845,-122.032,0,0
5,3.5,4800,14984,2.0,3,11,47.5543,-122.148,2,0
4,1.75,1630,8410,1.5,5,7,47.4538,-122.288,0,0
3,1.5,1740,9046,1.0,3,7,47.7402,-122.255,0,0
5,3.5,3490,21780,2.0,3,8,47.6707,-122.144,0,0
4,1.75,1860,9364,1.0,3,7,47.731,-122.301,0,0
3,2.0,1160,3441,1.0,4,6,47.5314,-122.392,0,0
2,1.0,1010,7740,1.0,3,6,47.5323,-122.355,0,0
3,1.75,1680,2400,1.0,5,7,47.6155,-122.3,0,0
4,2.5,3180,21904,2.0,3,9,47.515,-122.117,3,0
4,3.5,3600,5697,2.0,3,9,47.5755,-122.071,0,0
3,2.5,2880,10126,2.0,4,10,47.6319,-122.037,0,0
4,2.5,3010,9000,2.0,3,8,47.4987,-122.147,0,0
3,2.5,3450,48787,2.0,3,10,47.739,-122.129,0,0
4,2.5,2870,11304,2.0,3,9,47.5547,-122.154,0,0
3,2.75,3530,69834,2.0,3,10,47.6377,-121.995,0,0
3,1.0,1250,5411,1.0,3,7,47.5064,-122.265,0,0
3,1.75,1720,9342,1.0,4,7,47.3177,-122.182,0,0
3,3.5,3680,11491,2.0,3,11,47.5647,-122.128,2,0
3,2.5,1890,6560,2.0,3,7,47.3684,-122.031,0,0
2,1.0,1070,8130,1.0,3,7,47.697,-122.37,0,0
3,2.5,1710,1664,2.0,5,8,47.6456,-122.383,0,0
3,2.0,1678,13862,1.0,3,7,47.3744,-122.19,0,0
3,2.25,2730,7521,2.0,3,9,47.7704,-122.196,2,0
3,1.75,1410,8100,2.0,3,7,47.3617,-122.046,0,0
3,1.0,1890,36300,1.0,3,7,47.5719,-121.914,0,0
5,3.5,4170,9090,2.0,3,10,47.5918,-122.196,0,0
4,1.0,1530,8890,1.0,3,7,47.5308,-122.35,0,0
4,2.5,2070,10244,1.0,3,8,47.5592,-122.178,0,0
3,2.5,1730,5799,2.0,4,7,47.3499,-122.177,0,0
3,2.75,2660,223027,1.0,3,8,47.4127,-122.071,0,0
6,2.5,1560,7144,1.0,3,6,47.5335,-122.272,0,0
4,2.25,1720,2300,1.0,3,7,47.5762,-122.412,0,0
5,3.0,2320,7229,1.0,4,8,47.697,-122.097,0,0
2,2.0,1260,10200,1.0,3,7,47.2593,-122.312,0,0
4,2.5,2310,7384,2.0,3,8,47.3737,-122.165,0,0
3,1.0,970,7790,1.0,3,6,47.3165,-122.325,0,0
3,1.75,2330,14892,1.0,3,8,47.6267,-122.046,0,0
4,2.5,1970,5106,2.0,3,8,47.449,-122.205,0,0
3,3.0,1320,1071,2.0,3,7,47.5942,-122.296,0,0
3,1.0,980,7200,1.0,4,7,47.5718,-122.395,0,0
3,1.0,1050,6874,1.0,3,6,47.762,-122.355,0,0
3,1.75,1170,8148,1.0,3,7,47.7479,-122.318,0,0
3,2.25,1830,4744,2.0,3,7,47.2734,-122.248,0,0
4,3.25,3730,4560,2.0,3,9,47.6725,-122.33,0,0
4,2.5,2630,4000,3.0,3,8,47.6915,-122.381,0,0
3,1.0,1140,7316,1.0,3,6,47.527,-122.362,0,0
4,2.5,3920,12415,2.0,3,10,47.5658,-122.032,0,0
3,2.25,1850,7923,1.0,4,7,47.7011,-122.171,0,0
2,2.5,2160,5581,1.0,3,8,47.7017,-122.023,0,0
2,1.0,740,5995,1.0,4,7,47.7291,-122.337,0,0
3,1.0,1100,17334,1.0,3,7,47.3003,-122.27,0,0
3,1.0,1010,8711,1.0,5,6,47.4914,-122.186,0,0
3,2.25,1440,9806,1.0,3,7,47.3857,-122.212,0,0
4,3.25,3160,10043,2.0,3,9,47.7001,-122.238,2,0
4,3.5,5490,14300,1.0,3,12,47.5511,-122.114,4,0
3,1.5,1620,6630,1.0,3,8,47.6948,-122.394,0,0
4,2.5,2440,6651,2.0,3,9,47.6971,-122.371,0,0
2,1.5,1130,912,2.0,3,8,47.5638,-122.388,0,0
5,4.0,3460,5400,2.0,3,10,47.5201,-122.204,0,0
4,3.0,1984,4460,2.0,3,7,47.3532,-122.211,0,0
4,3.0,2370,3836,2.0,3,9,47.6718,-122.394,0,0
3,1.75,2110,4800,1.0,3,8,47.567,-122.318,0,0
3,1.0,1210,8505,1.5,3,7,47.5389,-122.353,0,0
3,2.25,2380,6000,1.0,3,8,47.6955,-122.275,0,0
1,1.0,2880,7560,1.0,3,7,47.537,-122.375,0,0
3,1.0,2120,7735,1.0,4,7,47.4869,-122.123,0,0
2,2.5,1630,1368,2.0,3,7,47.5489,-122.363,0,0
3,2.5,1360,3188,2.0,3,7,47.6831,-122.096,0,0
3,1.75,1520,7350,1.0,4,7,47.7167,-122.17,0,0
3,1.0,1500,2400,1.5,5,7,47.6333,-122.362,0,0
4,3.0,3150,6599,2.0,3,9,47.5279,-122.199,0,0
3,1.75,1420,7650,1.0,4,7,47.4892,-122.182,0,0
3,1.0,900,7500,1.0,4,7,47.7314,-122.237,0,0
3,1.75,2650,7500,1.5,4,7,47.7716,-122.317,0,0
3,2.5,4930,77536,2.0,3,9,47.7634,-122.139,0,0
3,2.5,4310,32093,1.5,5,10,47.7624,-122.38,4,0
3,1.0,1810,7200,1.0,4,7,47.7493,-122.351,0,0
3,3.5,2130,6150,2.0,5,8,47.6491,-122.405,2,0
4,2.0,2760,27631,2.0,4,8,47.7484,-122.291,0,0
3,1.5,1670,11610,1.0,4,7,47.4404,-122.191,0,0
3,1.0,950,10723,1.0,4,6,47.4899,-122.133,0,0
4,1.0,1360,13372,1.0,3,7,47.7622,-122.263,0,0
3,2.0,2320,65340,1.5,3,9,47.6106,-122.055,0,0
3,2.25,2120,9804,2.0,3,7,47.3596,-122.16,0,0
4,2.5,3000,5639,2.0,3,8,47.7066,-122.115,0,0
3,1.0,1100,8536,1.0,4,7,47.5162,-122.261,0,0
4,3.5,4300,70407,2.0,3,10,47.4472,-122.092,0,0
4,1.75,2420,7672,1.0,3,8,47.5637,-122.085,0,0
4,2.5,2870,5118,2.0,3,9,47.5544,-121.99,0,0
3,2.25,2380,11200,1.0,4,8,47.5873,-122.193,0,0
5,2.5,2760,6000,2.0,3,8,47.5289,-122.321,0,0
4,2.25,2640,31941,1.0,4,9,47.3099,-122.116,0,0
3,1.75,1430,7210,1.0,3,7,47.4189,-122.168,0,0
2,2.5,1280,1051,2.0,3,8,47.6273,-122.359,0,0
4,2.5,2140,7095,2.0,3,8,47.3528,-122.057,0,0
3,2.0,1410,7622,1.0,4,7,47.4273,-122.147,0,0
2,1.0,1170,5000,1.0,4,7,47.5449,-122.388,0,0
3,2.5,2360,9005,1.0,5,7,47.7076,-122.337,0,0
4,3.5,2650,3474,2.0,3,8,47.5377,-122.046,0,0
3,2.5,2340,59058,1.0,3,8,47.4052,-122.028,0,0
4,2.5,1840,220308,2.0,3,8,47.4306,-122.049,0,0
3,2.0,1520,7456,1.0,3,7,47.4745,-122.343,0,0
4,2.5,3080,13870,2.0,4,9,47.6197,-122.149,0,0
3,2.0,3000,21883,2.0,3,7,47.7599,-122.214,0,0
